Mode,Chronopotentiometry,,
Applied current (A),0.02,,
Applied potential (V),,,
Time (s),1800,,
Reference electrode potential (V vs. RHE),0.929,,
Working area (cm^2),2,,
Applied current density (mA/cm^2),10,,
Solution resistance (ohm),2.3,Compensation level (%),0
,,,
Time,Original Potential,Potential,
sec,V,"V vs. RHE, iR-corrected",
1447,0.8428,1.7718,
1447,0.8428,1.7718,
1448,0.8429,1.7719,
1448,0.8428,1.7718,
1448,0.8428,1.7718,
1448,0.8428,1.7718,
1448,0.8429,1.7719,
1448,0.8428,1.7718,
1448,0.8428,1.7718,
1448,0.8428,1.7718,
1448,0.8429,1.7719,
1448,0.8428,1.7718,
1449,0.8429,1.7719,
1449,0.8429,1.7719,
1449,0.8428,1.7718,
1449,0.8428,1.7718,
1449,0.8428,1.7718,
1449,0.8428,1.7718,
1449,0.8428,1.7718,
1449,0.8428,1.7718,
1449,0.8428,1.7718,
1449,0.8428,1.7718,
1450,0.8428,1.7718,
1450,0.8428,1.7718,
1450,0.8428,1.7718,
1450,0.8428,1.7718,
1450,0.8428,1.7718,
1450,0.8428,1.7718,
1450,0.8428,1.7718,
1450,0.8429,1.7719,
1450,0.8428,1.7718,
1450,0.8428,1.7718,
1451,0.8428,1.7718,
1451,0.8428,1.7718,
1451,0.8429,1.7719,
1451,0.8429,1.7719,
1451,0.8429,1.7719,
1451,0.843,1.772,
1451,0.843,1.772,
1451,0.8428,1.7718,
1451,0.8428,1.7718,
1451,0.8427,1.7717,
1452,0.8428,1.7718,
1452,0.8428,1.7718,
1452,0.8428,1.7718,
1452,0.8427,1.7717,
1452,0.8428,1.7718,
1452,0.8428,1.7718,
1452,0.8429,1.7719,
1452,0.8429,1.7719,
1452,0.8429,1.7719,
1452,0.8429,1.7719,
1453,0.8428,1.7718,
1453,0.8429,1.7719,
1453,0.8429,1.7719,
1453,0.8428,1.7718,
1453,0.8427,1.7717,
1453,0.8428,1.7718,
1453,0.8428,1.7718,
1453,0.8428,1.7718,
1453,0.8429,1.7719,
1453,0.8429,1.7719,
1454,0.843,1.772,
1454,0.8428,1.7718,
1454,0.8429,1.7719,
1454,0.843,1.772,
1454,0.843,1.772,
1454,0.843,1.772,
1454,0.8429,1.7719,
1454,0.8429,1.7719,
1454,0.8428,1.7718,
1454,0.8428,1.7718,
1455,0.8429,1.7719,
1455,0.8428,1.7718,
1455,0.8428,1.7718,
1455,0.8428,1.7718,
1455,0.843,1.772,
1455,0.843,1.772,
1455,0.8429,1.7719,
1455,0.8429,1.7719,
1455,0.843,1.772,
1455,0.843,1.772,
1456,0.8431,1.7721,
1456,0.8431,1.7721,
1456,0.8431,1.7721,
1456,0.8429,1.7719,
1456,0.843,1.772,
1456,0.8429,1.7719,
1456,0.8429,1.7719,
1456,0.8428,1.7718,
1456,0.8428,1.7718,
1456,0.8429,1.7719,
1457,0.8429,1.7719,
1457,0.8429,1.7719,
1457,0.843,1.772,
1457,0.843,1.772,
1457,0.8429,1.7719,
1457,0.8429,1.7719,
1457,0.8429,1.7719,
1457,0.843,1.772,
1457,0.8429,1.7719,
1457,0.8429,1.7719,
1458,0.8429,1.7719,
1458,0.843,1.772,
1458,0.8429,1.7719,
1458,0.8429,1.7719,
1458,0.8429,1.7719,
1458,0.8429,1.7719,
1458,0.8429,1.7719,
1458,0.8429,1.7719,
1458,0.8429,1.7719,
1458,0.843,1.772,
1459,0.843,1.772,
1459,0.843,1.772,
1459,0.8429,1.7719,
1459,0.8429,1.7719,
1459,0.8429,1.7719,
1459,0.843,1.772,
1459,0.8431,1.7721,
1459,0.843,1.772,
1459,0.843,1.772,
1459,0.8431,1.7721,
1460,0.8431,1.7721,
1460,0.8431,1.7721,
1460,0.8431,1.7721,
1460,0.8432,1.7722,
1460,0.8431,1.7721,
1460,0.8431,1.7721,
1460,0.843,1.772,
1460,0.8429,1.7719,
1460,0.8429,1.7719,
1460,0.8429,1.7719,
1461,0.8429,1.7719,
1461,0.843,1.772,
1461,0.843,1.772,
1461,0.8429,1.7719,
1461,0.843,1.772,
1461,0.8429,1.7719,
1461,0.843,1.772,
1461,0.8429,1.7719,
1461,0.8429,1.7719,
1461,0.843,1.772,
1462,0.843,1.772,
1462,0.8429,1.7719,
1462,0.8431,1.7721,
1462,0.8431,1.7721,
1462,0.8431,1.7721,
1462,0.843,1.772,
1462,0.843,1.772,
1462,0.843,1.772,
1462,0.843,1.772,
1462,0.843,1.772,
1463,0.8431,1.7721,
1463,0.843,1.772,
1463,0.843,1.772,
1463,0.8431,1.7721,
1463,0.8431,1.7721,
1463,0.843,1.772,
1463,0.843,1.772,
1463,0.8431,1.7721,
1463,0.8431,1.7721,
1463,0.843,1.772,
1464,0.843,1.772,
1464,0.8431,1.7721,
1464,0.8431,1.7721,
1464,0.843,1.772,
1464,0.8429,1.7719,
1464,0.8429,1.7719,
1464,0.843,1.772,
1464,0.8429,1.7719,
1464,0.8431,1.7721,
1464,0.843,1.772,
1465,0.8429,1.7719,
1465,0.8429,1.7719,
1465,0.843,1.772,
1465,0.843,1.772,
1465,0.843,1.772,
1465,0.843,1.772,
1465,0.8429,1.7719,
1465,0.843,1.772,
1465,0.8431,1.7721,
1465,0.843,1.772,
1466,0.8431,1.7721,
1466,0.843,1.772,
1466,0.843,1.772,
1466,0.843,1.772,
1466,0.843,1.772,
1466,0.843,1.772,
1466,0.843,1.772,
1466,0.8431,1.7721,
1466,0.8431,1.7721,
1466,0.8432,1.7722,
1467,0.8433,1.7723,
1467,0.8433,1.7723,
1467,0.8431,1.7721,
1467,0.8431,1.7721,
1467,0.843,1.772,
1467,0.843,1.772,
1467,0.843,1.772,
1467,0.8431,1.7721,
1467,0.8432,1.7722,
1467,0.8431,1.7721,
1468,0.8432,1.7722,
1468,0.8431,1.7721,
1468,0.8431,1.7721,
1468,0.8431,1.7721,
1468,0.8431,1.7721,
1468,0.8431,1.7721,
1468,0.843,1.772,
1468,0.8431,1.7721,
1468,0.8431,1.7721,
1468,0.8431,1.7721,
1469,0.8431,1.7721,
1469,0.8431,1.7721,
1469,0.8432,1.7722,
1469,0.8432,1.7722,
1469,0.8431,1.7721,
1469,0.8431,1.7721,
1469,0.8431,1.7721,
1469,0.8431,1.7721,
1469,0.8432,1.7722,
1469,0.8431,1.7721,
1470,0.8431,1.7721,
1470,0.843,1.772,
1470,0.8431,1.7721,
1470,0.843,1.772,
1470,0.8431,1.7721,
1470,0.8432,1.7722,
1470,0.8432,1.7722,
1470,0.8432,1.7722,
1470,0.8431,1.7721,
1470,0.8431,1.7721,
1471,0.8431,1.7721,
1471,0.8431,1.7721,
1471,0.8431,1.7721,
1471,0.8431,1.7721,
1471,0.8431,1.7721,
1471,0.8431,1.7721,
1471,0.8431,1.7721,
1471,0.8431,1.7721,
1471,0.8432,1.7722,
1471,0.8432,1.7722,
1472,0.8431,1.7721,
1472,0.8431,1.7721,
1472,0.8432,1.7722,
1472,0.8431,1.7721,
1472,0.8431,1.7721,
1472,0.8431,1.7721,
1472,0.8432,1.7722,
1472,0.8431,1.7721,
1472,0.8432,1.7722,
1472,0.8431,1.7721,
1473,0.8431,1.7721,
1473,0.843,1.772,
1473,0.8431,1.7721,
1473,0.8431,1.7721,
1473,0.8431,1.7721,
1473,0.8431,1.7721,
1473,0.8431,1.7721,
1473,0.8431,1.7721,
1473,0.8431,1.7721,
1473,0.8431,1.7721,
1474,0.8431,1.7721,
1474,0.8432,1.7722,
1474,0.8432,1.7722,
1474,0.8432,1.7722,
1474,0.8432,1.7722,
1474,0.8432,1.7722,
1474,0.8432,1.7722,
1474,0.8432,1.7722,
1474,0.8432,1.7722,
1474,0.8432,1.7722,
1475,0.8431,1.7721,
1475,0.8431,1.7721,
1475,0.8432,1.7722,
1475,0.8433,1.7723,
1475,0.8433,1.7723,
1475,0.8433,1.7723,
1475,0.8433,1.7723,
1475,0.8433,1.7723,
1475,0.8432,1.7722,
1475,0.8433,1.7723,
1476,0.8433,1.7723,
1476,0.8433,1.7723,
1476,0.8433,1.7723,
1476,0.8434,1.7724,
1476,0.8433,1.7723,
1476,0.8432,1.7722,
1476,0.8432,1.7722,
1476,0.8432,1.7722,
1476,0.8432,1.7722,
1476,0.8432,1.7722,
1477,0.8432,1.7722,
1477,0.8433,1.7723,
1477,0.8432,1.7722,
1477,0.8433,1.7723,
1477,0.8433,1.7723,
1477,0.8432,1.7722,
1477,0.8433,1.7723,
1477,0.8433,1.7723,
1477,0.8432,1.7722,
1477,0.8432,1.7722,
1478,0.8432,1.7722,
1478,0.8432,1.7722,
1478,0.8433,1.7723,
1478,0.8431,1.7721,
1478,0.843,1.772,
1478,0.8431,1.7721,
1478,0.843,1.772,
1478,0.8431,1.7721,
1478,0.8431,1.7721,
1478,0.8432,1.7722,
1479,0.8432,1.7722,
1479,0.8431,1.7721,
1479,0.8431,1.7721,
1479,0.8431,1.7721,
1479,0.8431,1.7721,
1479,0.8431,1.7721,
1479,0.843,1.772,
1479,0.843,1.772,
1479,0.8431,1.7721,
1479,0.8432,1.7722,
1480,0.8431,1.7721,
1480,0.8431,1.7721,
1480,0.8431,1.7721,
1480,0.8432,1.7722,
1480,0.8432,1.7722,
1480,0.8431,1.7721,
1480,0.8432,1.7722,
1480,0.8432,1.7722,
1480,0.8432,1.7722,
1480,0.8431,1.7721,
1481,0.8431,1.7721,
1481,0.8431,1.7721,
1481,0.8431,1.7721,
1481,0.843,1.772,
1481,0.8431,1.7721,
1481,0.8431,1.7721,
1481,0.8431,1.7721,
1481,0.8431,1.7721,
1481,0.8431,1.7721,
1481,0.8431,1.7721,
1482,0.8431,1.7721,
1482,0.8432,1.7722,
1482,0.8431,1.7721,
1482,0.8432,1.7722,
1482,0.8432,1.7722,
1482,0.8431,1.7721,
1482,0.8432,1.7722,
1482,0.8432,1.7722,
1482,0.8433,1.7723,
1482,0.8431,1.7721,
1483,0.8432,1.7722,
1483,0.8432,1.7722,
1483,0.8431,1.7721,
1483,0.8432,1.7722,
1483,0.8432,1.7722,
1483,0.8431,1.7721,
1483,0.8432,1.7722,
1483,0.8432,1.7722,
1483,0.8431,1.7721,
1483,0.843,1.772,
1484,0.843,1.772,
1484,0.8431,1.7721,
1484,0.8431,1.7721,
1484,0.8432,1.7722,
1484,0.8431,1.7721,
1484,0.8431,1.7721,
1484,0.8431,1.7721,
1484,0.8432,1.7722,
1484,0.8432,1.7722,
1484,0.8432,1.7722,
1485,0.8432,1.7722,
1485,0.8431,1.7721,
1485,0.8432,1.7722,
1485,0.8432,1.7722,
1485,0.8433,1.7723,
1485,0.8433,1.7723,
1485,0.8432,1.7722,
1485,0.8433,1.7723,
1485,0.8432,1.7722,
1485,0.8432,1.7722,
1486,0.8432,1.7722,
1486,0.8432,1.7722,
1486,0.8433,1.7723,
1486,0.8433,1.7723,
1486,0.8433,1.7723,
1486,0.8433,1.7723,
1486,0.8433,1.7723,
1486,0.8433,1.7723,
1486,0.8432,1.7722,
1486,0.8431,1.7721,
1487,0.8432,1.7722,
1487,0.8431,1.7721,
1487,0.8431,1.7721,
1487,0.8431,1.7721,
1487,0.8432,1.7722,
1487,0.8433,1.7723,
1487,0.8432,1.7722,
1487,0.8432,1.7722,
1487,0.8433,1.7723,
1487,0.8433,1.7723,
1488,0.8433,1.7723,
1488,0.8432,1.7722,
1488,0.8432,1.7722,
1488,0.8432,1.7722,
1488,0.8431,1.7721,
1488,0.8432,1.7722,
1488,0.8431,1.7721,
1488,0.8432,1.7722,
1488,0.8433,1.7723,
1488,0.8433,1.7723,
1489,0.8432,1.7722,
1489,0.8432,1.7722,
1489,0.8431,1.7721,
1489,0.8432,1.7722,
1489,0.8432,1.7722,
1489,0.8433,1.7723,
1489,0.8433,1.7723,
1489,0.8433,1.7723,
1489,0.8433,1.7723,
1489,0.8433,1.7723,
1490,0.8433,1.7723,
1490,0.8432,1.7722,
1490,0.8432,1.7722,
1490,0.8433,1.7723,
1490,0.8432,1.7722,
1490,0.8431,1.7721,
1490,0.8432,1.7722,
1490,0.8432,1.7722,
1490,0.8433,1.7723,
1490,0.8433,1.7723,
1491,0.8432,1.7722,
1491,0.8433,1.7723,
1491,0.8433,1.7723,
1491,0.8433,1.7723,
1491,0.8433,1.7723,
1491,0.8433,1.7723,
1491,0.8433,1.7723,
1491,0.8434,1.7724,
1491,0.8434,1.7724,
1491,0.8434,1.7724,
1492,0.8434,1.7724,
1492,0.8434,1.7724,
1492,0.8433,1.7723,
1492,0.8433,1.7723,
1492,0.8434,1.7724,
1492,0.8434,1.7724,
1492,0.8435,1.7725,
1492,0.8435,1.7725,
1492,0.8434,1.7724,
1492,0.8434,1.7724,
1493,0.8434,1.7724,
1493,0.8435,1.7725,
1493,0.8433,1.7723,
1493,0.8433,1.7723,
1493,0.8434,1.7724,
1493,0.8434,1.7724,
1493,0.8433,1.7723,
1493,0.8434,1.7724,
1493,0.8433,1.7723,
1493,0.8433,1.7723,
1494,0.8433,1.7723,
1494,0.8433,1.7723,
1494,0.8433,1.7723,
1494,0.8433,1.7723,
1494,0.8432,1.7722,
1494,0.8433,1.7723,
1494,0.8434,1.7724,
1494,0.8433,1.7723,
1494,0.8432,1.7722,
1494,0.8433,1.7723,
1495,0.8433,1.7723,
1495,0.8433,1.7723,
1495,0.8433,1.7723,
1495,0.8432,1.7722,
1495,0.8432,1.7722,
1495,0.8433,1.7723,
1495,0.8434,1.7724,
1495,0.8434,1.7724,
1495,0.8434,1.7724,
1495,0.8434,1.7724,
1496,0.8434,1.7724,
1496,0.8434,1.7724,
1496,0.8434,1.7724,
1496,0.8434,1.7724,
1496,0.8434,1.7724,
1496,0.8434,1.7724,
1496,0.8434,1.7724,
1496,0.8434,1.7724,
1496,0.8434,1.7724,
1496,0.8434,1.7724,
1497,0.8434,1.7724,
1497,0.8434,1.7724,
1497,0.8434,1.7724,
1497,0.8434,1.7724,
1497,0.8433,1.7723,
1497,0.8434,1.7724,
1497,0.8433,1.7723,
1497,0.8434,1.7724,
1497,0.8434,1.7724,
1497,0.8434,1.7724,
1498,0.8434,1.7724,
1498,0.8434,1.7724,
1498,0.8433,1.7723,
1498,0.8434,1.7724,
1498,0.8434,1.7724,
1498,0.8434,1.7724,
1498,0.8434,1.7724,
1498,0.8434,1.7724,
1498,0.8434,1.7724,
1498,0.8433,1.7723,
1499,0.8434,1.7724,
1499,0.8434,1.7724,
1499,0.8434,1.7724,
1499,0.8434,1.7724,
1499,0.8434,1.7724,
1499,0.8434,1.7724,
1499,0.8434,1.7724,
1499,0.8433,1.7723,
1499,0.8434,1.7724,
1499,0.8435,1.7725,
1500,0.8435,1.7725,
1500,0.8435,1.7725,
1500,0.8434,1.7724,
1500,0.8435,1.7725,
1500,0.8435,1.7725,
1500,0.8435,1.7725,
1500,0.8434,1.7724,
1500,0.8434,1.7724,
1500,0.8435,1.7725,
1500,0.8434,1.7724,
1501,0.8435,1.7725,
1501,0.8435,1.7725,
1501,0.8435,1.7725,
1501,0.8436,1.7726,
1501,0.8435,1.7725,
1501,0.8434,1.7724,
1501,0.8434,1.7724,
1501,0.8435,1.7725,
1501,0.8435,1.7725,
1501,0.8434,1.7724,
1502,0.8435,1.7725,
1502,0.8434,1.7724,
1502,0.8434,1.7724,
1502,0.8434,1.7724,
1502,0.8434,1.7724,
1502,0.8435,1.7725,
1502,0.8434,1.7724,
1502,0.8434,1.7724,
1502,0.8434,1.7724,
1502,0.8434,1.7724,
1503,0.8435,1.7725,
1503,0.8434,1.7724,
1503,0.8435,1.7725,
1503,0.8434,1.7724,
1503,0.8435,1.7725,
1503,0.8435,1.7725,
1503,0.8434,1.7724,
1503,0.8433,1.7723,
1503,0.8435,1.7725,
1503,0.8435,1.7725,
1504,0.8435,1.7725,
1504,0.8434,1.7724,
1504,0.8435,1.7725,
1504,0.8434,1.7724,
1504,0.8434,1.7724,
1504,0.8434,1.7724,
1504,0.8434,1.7724,
1504,0.8435,1.7725,
1504,0.8436,1.7726,
1504,0.8435,1.7725,
1505,0.8435,1.7725,
1505,0.8435,1.7725,
1505,0.8435,1.7725,
1505,0.8434,1.7724,
1505,0.8434,1.7724,
1505,0.8435,1.7725,
1505,0.8436,1.7726,
1505,0.8436,1.7726,
1505,0.8434,1.7724,
1505,0.8434,1.7724,
1506,0.8435,1.7725,
1506,0.8435,1.7725,
1506,0.8435,1.7725,
1506,0.8435,1.7725,
1506,0.8435,1.7725,
1506,0.8434,1.7724,
1506,0.8434,1.7724,
1506,0.8435,1.7725,
1506,0.8435,1.7725,
1506,0.8435,1.7725,
1507,0.8434,1.7724,
1507,0.8434,1.7724,
1507,0.8435,1.7725,
1507,0.8435,1.7725,
1507,0.8435,1.7725,
1507,0.8435,1.7725,
1507,0.8434,1.7724,
1507,0.8434,1.7724,
1507,0.8435,1.7725,
1507,0.8434,1.7724,
1508,0.8434,1.7724,
1508,0.8435,1.7725,
1508,0.8435,1.7725,
1508,0.8436,1.7726,
1508,0.8436,1.7726,
1508,0.8435,1.7725,
1508,0.8435,1.7725,
1508,0.8436,1.7726,
1508,0.8436,1.7726,
1508,0.8435,1.7725,
1509,0.8434,1.7724,
1509,0.8434,1.7724,
1509,0.8434,1.7724,
1509,0.8435,1.7725,
1509,0.8435,1.7725,
1509,0.8436,1.7726,
1509,0.8435,1.7725,
1509,0.8434,1.7724,
1509,0.8435,1.7725,
1509,0.8435,1.7725,
1510,0.8435,1.7725,
1510,0.8435,1.7725,
1510,0.8435,1.7725,
1510,0.8435,1.7725,
1510,0.8435,1.7725,
1510,0.8435,1.7725,
1510,0.8435,1.7725,
1510,0.8436,1.7726,
1510,0.8436,1.7726,
1510,0.8435,1.7725,
1511,0.8436,1.7726,
1511,0.8437,1.7727,
1511,0.8436,1.7726,
1511,0.8437,1.7727,
1511,0.8436,1.7726,
1511,0.8436,1.7726,
1511,0.8436,1.7726,
1511,0.8437,1.7727,
1511,0.8436,1.7726,
1511,0.8436,1.7726,
1512,0.8436,1.7726,
1512,0.8435,1.7725,
1512,0.8435,1.7725,
1512,0.8436,1.7726,
1512,0.8436,1.7726,
1512,0.8437,1.7727,
1512,0.8436,1.7726,
1512,0.8436,1.7726,
1512,0.8435,1.7725,
1512,0.8436,1.7726,
1513,0.8437,1.7727,
1513,0.8435,1.7725,
1513,0.8435,1.7725,
1513,0.8436,1.7726,
1513,0.8436,1.7726,
1513,0.8436,1.7726,
1513,0.8436,1.7726,
1513,0.8435,1.7725,
1513,0.8436,1.7726,
1513,0.8437,1.7727,
1514,0.8437,1.7727,
1514,0.8436,1.7726,
1514,0.8436,1.7726,
1514,0.8437,1.7727,
1514,0.8436,1.7726,
1514,0.8437,1.7727,
1514,0.8435,1.7725,
1514,0.8436,1.7726,
1514,0.8436,1.7726,
1514,0.8435,1.7725,
1515,0.8435,1.7725,
1515,0.8436,1.7726,
1515,0.8436,1.7726,
1515,0.8435,1.7725,
1515,0.8436,1.7726,
1515,0.8437,1.7727,
1515,0.8437,1.7727,
1515,0.8438,1.7728,
1515,0.8436,1.7726,
1515,0.8436,1.7726,
1516,0.8437,1.7727,
1516,0.8437,1.7727,
1516,0.8435,1.7725,
1516,0.8435,1.7725,
1516,0.8437,1.7727,
1516,0.8437,1.7727,
1516,0.8436,1.7726,
1516,0.8436,1.7726,
1516,0.8436,1.7726,
1516,0.8437,1.7727,
1517,0.8437,1.7727,
1517,0.8437,1.7727,
1517,0.8436,1.7726,
1517,0.8437,1.7727,
1517,0.8438,1.7728,
1517,0.8437,1.7727,
1517,0.8437,1.7727,
1517,0.8436,1.7726,
1517,0.8436,1.7726,
1517,0.8437,1.7727,
1518,0.8436,1.7726,
1518,0.8436,1.7726,
1518,0.8437,1.7727,
1518,0.8436,1.7726,
1518,0.8437,1.7727,
1518,0.8436,1.7726,
1518,0.8436,1.7726,
1518,0.8436,1.7726,
1518,0.8436,1.7726,
1518,0.8437,1.7727,
1519,0.8437,1.7727,
1519,0.8436,1.7726,
1519,0.8436,1.7726,
1519,0.8436,1.7726,
1519,0.8436,1.7726,
1519,0.8436,1.7726,
1519,0.8436,1.7726,
1519,0.8437,1.7727,
1519,0.8437,1.7727,
1519,0.8436,1.7726,
1520,0.8437,1.7727,
1520,0.8437,1.7727,
1520,0.8437,1.7727,
1520,0.8436,1.7726,
1520,0.8436,1.7726,
1520,0.8436,1.7726,
1520,0.8437,1.7727,
1520,0.8437,1.7727,
1520,0.8437,1.7727,
1520,0.8438,1.7728,
1521,0.8437,1.7727,
1521,0.8437,1.7727,
1521,0.8438,1.7728,
1521,0.8439,1.7729,
1521,0.8439,1.7729,
1521,0.8438,1.7728,
1521,0.8438,1.7728,
1521,0.8437,1.7727,
1521,0.8436,1.7726,
1521,0.8436,1.7726,
1522,0.8436,1.7726,
1522,0.8435,1.7725,
1522,0.8435,1.7725,
1522,0.8436,1.7726,
1522,0.8437,1.7727,
1522,0.8438,1.7728,
1522,0.8437,1.7727,
1522,0.8437,1.7727,
1522,0.8438,1.7728,
1522,0.8437,1.7727,
1523,0.8437,1.7727,
1523,0.8437,1.7727,
1523,0.8437,1.7727,
1523,0.8437,1.7727,
1523,0.8436,1.7726,
1523,0.8437,1.7727,
1523,0.8437,1.7727,
1523,0.8436,1.7726,
1523,0.8437,1.7727,
1523,0.8437,1.7727,
1524,0.8436,1.7726,
1524,0.8438,1.7728,
1524,0.8438,1.7728,
1524,0.8438,1.7728,
1524,0.8437,1.7727,
1524,0.8438,1.7728,
1524,0.8439,1.7729,
1524,0.8439,1.7729,
1524,0.8438,1.7728,
1524,0.8437,1.7727,
1525,0.8438,1.7728,
1525,0.8437,1.7727,
1525,0.8437,1.7727,
1525,0.8437,1.7727,
1525,0.8438,1.7728,
1525,0.8438,1.7728,
1525,0.8438,1.7728,
1525,0.8438,1.7728,
1525,0.8439,1.7729,
1525,0.8439,1.7729,
1526,0.8438,1.7728,
1526,0.8439,1.7729,
1526,0.8438,1.7728,
1526,0.8439,1.7729,
1526,0.8439,1.7729,
1526,0.8438,1.7728,
1526,0.8439,1.7729,
1526,0.8437,1.7727,
1526,0.8438,1.7728,
1526,0.8438,1.7728,
1527,0.8439,1.7729,
1527,0.8439,1.7729,
1527,0.8439,1.7729,
1527,0.8438,1.7728,
1527,0.8438,1.7728,
1527,0.8438,1.7728,
1527,0.8438,1.7728,
1527,0.8438,1.7728,
1527,0.8438,1.7728,
1527,0.8438,1.7728,
1528,0.8439,1.7729,
1528,0.8439,1.7729,
1528,0.8439,1.7729,
1528,0.8439,1.7729,
1528,0.8438,1.7728,
1528,0.8438,1.7728,
1528,0.8439,1.7729,
1528,0.8439,1.7729,
1528,0.8439,1.7729,
1528,0.844,1.773,
1529,0.8439,1.7729,
1529,0.844,1.773,
1529,0.8439,1.7729,
1529,0.8439,1.7729,
1529,0.8439,1.7729,
1529,0.8439,1.7729,
1529,0.8439,1.7729,
1529,0.8439,1.7729,
1529,0.844,1.773,
1529,0.8439,1.7729,
1530,0.844,1.773,
1530,0.8441,1.7731,
1530,0.844,1.773,
1530,0.8438,1.7728,
1530,0.8438,1.7728,
1530,0.8438,1.7728,
1530,0.8439,1.7729,
1530,0.8439,1.7729,
1530,0.8439,1.7729,
1530,0.8439,1.7729,
1531,0.844,1.773,
1531,0.8439,1.7729,
1531,0.8439,1.7729,
1531,0.8439,1.7729,
1531,0.8438,1.7728,
1531,0.8438,1.7728,
1531,0.8439,1.7729,
1531,0.844,1.773,
1531,0.8438,1.7728,
1531,0.8438,1.7728,
1532,0.8438,1.7728,
1532,0.8439,1.7729,
1532,0.8439,1.7729,
1532,0.8439,1.7729,
1532,0.8439,1.7729,
1532,0.844,1.773,
1532,0.8439,1.7729,
1532,0.8438,1.7728,
1532,0.8438,1.7728,
1532,0.8438,1.7728,
1533,0.8439,1.7729,
1533,0.8438,1.7728,
1533,0.8438,1.7728,
1533,0.8438,1.7728,
1533,0.8439,1.7729,
1533,0.8438,1.7728,
1533,0.8439,1.7729,
1533,0.844,1.773,
1533,0.844,1.773,
1533,0.8439,1.7729,
1534,0.8439,1.7729,
1534,0.8439,1.7729,
1534,0.8439,1.7729,
1534,0.844,1.773,
1534,0.8439,1.7729,
1534,0.8439,1.7729,
1534,0.8439,1.7729,
1534,0.8439,1.7729,
1534,0.8439,1.7729,
1534,0.8439,1.7729,
1535,0.844,1.773,
1535,0.8439,1.7729,
1535,0.844,1.773,
1535,0.844,1.773,
1535,0.844,1.773,
1535,0.8439,1.7729,
1535,0.8439,1.7729,
1535,0.844,1.773,
1535,0.844,1.773,
1535,0.844,1.773,
1536,0.844,1.773,
1536,0.8441,1.7731,
1536,0.844,1.773,
1536,0.8438,1.7728,
1536,0.8438,1.7728,
1536,0.8438,1.7728,
1536,0.8438,1.7728,
1536,0.8439,1.7729,
1536,0.8439,1.7729,
1536,0.8439,1.7729,
1537,0.844,1.773,
1537,0.844,1.773,
1537,0.8439,1.7729,
1537,0.844,1.773,
1537,0.844,1.773,
1537,0.8441,1.7731,
1537,0.844,1.773,
1537,0.8439,1.7729,
1537,0.8439,1.7729,
1537,0.844,1.773,
1538,0.844,1.773,
1538,0.844,1.773,
1538,0.8439,1.7729,
1538,0.844,1.773,
1538,0.8439,1.7729,
1538,0.844,1.773,
1538,0.844,1.773,
1538,0.8441,1.7731,
1538,0.8441,1.7731,
1538,0.844,1.773,
1539,0.844,1.773,
1539,0.8441,1.7731,
1539,0.844,1.773,
1539,0.8441,1.7731,
1539,0.844,1.773,
1539,0.844,1.773,
1539,0.8441,1.7731,
1539,0.844,1.773,
1539,0.8439,1.7729,
1539,0.8439,1.7729,
1540,0.8439,1.7729,
1540,0.8439,1.7729,
1540,0.8439,1.7729,
1540,0.8439,1.7729,
1540,0.844,1.773,
1540,0.844,1.773,
1540,0.8439,1.7729,
1540,0.844,1.773,
1540,0.844,1.773,
1540,0.8439,1.7729,
1541,0.8439,1.7729,
1541,0.8439,1.7729,
1541,0.8439,1.7729,
1541,0.8438,1.7728,
1541,0.8438,1.7728,
1541,0.8439,1.7729,
1541,0.8439,1.7729,
1541,0.8439,1.7729,
1541,0.8439,1.7729,
1541,0.8439,1.7729,
1542,0.844,1.773,
1542,0.844,1.773,
1542,0.844,1.773,
1542,0.844,1.773,
1542,0.844,1.773,
1542,0.844,1.773,
1542,0.8439,1.7729,
1542,0.8439,1.7729,
1542,0.8438,1.7728,
1542,0.8438,1.7728,
1543,0.8439,1.7729,
1543,0.8439,1.7729,
1543,0.8439,1.7729,
1543,0.844,1.773,
1543,0.8441,1.7731,
1543,0.8441,1.7731,
1543,0.844,1.773,
1543,0.844,1.773,
1543,0.844,1.773,
1543,0.8439,1.7729,
1544,0.8439,1.7729,
1544,0.8439,1.7729,
1544,0.844,1.773,
1544,0.844,1.773,
1544,0.8438,1.7728,
1544,0.8439,1.7729,
1544,0.8441,1.7731,
1544,0.844,1.773,
1544,0.844,1.773,
1544,0.8439,1.7729,
1545,0.844,1.773,
1545,0.844,1.773,
1545,0.844,1.773,
1545,0.844,1.773,
1545,0.844,1.773,
1545,0.844,1.773,
1545,0.844,1.773,
1545,0.8439,1.7729,
1545,0.844,1.773,
1545,0.844,1.773,
1546,0.8441,1.7731,
1546,0.8441,1.7731,
1546,0.844,1.773,
1546,0.844,1.773,
1546,0.844,1.773,
1546,0.8441,1.7731,
1546,0.8441,1.7731,
1546,0.844,1.773,
1546,0.8441,1.7731,
1546,0.8441,1.7731,
1547,0.8441,1.7731,
1547,0.8441,1.7731,
1547,0.8441,1.7731,
1547,0.844,1.773,
1547,0.844,1.773,
1547,0.844,1.773,
1547,0.844,1.773,
1547,0.8441,1.7731,
1547,0.8441,1.7731,
1547,0.8441,1.7731,
1548,0.8441,1.7731,
1548,0.8441,1.7731,
1548,0.8442,1.7732,
1548,0.8441,1.7731,
1548,0.844,1.773,
1548,0.8441,1.7731,
