Mode,Chronopotentiometry,,
Applied current (A),0.02,,
Applied potential (V),,,
Time (s),1800,,
Reference electrode potential (V vs. RHE),0.929,,
Working area (cm^2),2,,
Applied current density (mA/cm^2),10,,
Solution resistance (ohm),2.3,Compensation level (%),0
,,,
Time,Original Potential,Potential,
sec,V,"V vs. RHE, iR-corrected",
89,0.7883,1.7173,
89.1,0.7884,1.7174,
89.2,0.7883,1.7173,
89.3,0.7884,1.7174,
89.4,0.7884,1.7174,
89.5,0.7884,1.7174,
89.6,0.7884,1.7174,
89.7,0.7884,1.7174,
89.8,0.7885,1.7175,
89.9,0.7884,1.7174,
90,0.7885,1.7175,
90.1,0.7885,1.7175,
90.2,0.7885,1.7175,
90.3,0.7885,1.7175,
90.4,0.7884,1.7174,
90.5,0.7885,1.7175,
90.6,0.7885,1.7175,
90.7,0.7886,1.7176,
90.8,0.7885,1.7175,
90.9,0.7886,1.7176,
91,0.7885,1.7175,
91.1,0.7885,1.7175,
91.2,0.7886,1.7176,
91.3,0.7886,1.7176,
91.4,0.7887,1.7177,
91.5,0.7887,1.7177,
91.6,0.7888,1.7178,
91.7,0.7887,1.7177,
91.8,0.7887,1.7177,
91.9,0.7887,1.7177,
92,0.7888,1.7178,
92.1,0.7888,1.7178,
92.2,0.7888,1.7178,
92.3,0.7888,1.7178,
92.4,0.7889,1.7179,
92.5,0.7888,1.7178,
92.6,0.7888,1.7178,
92.7,0.7888,1.7178,
92.8,0.7889,1.7179,
92.9,0.7889,1.7179,
93,0.7889,1.7179,
93.1,0.7889,1.7179,
93.2,0.7889,1.7179,
93.3,0.7889,1.7179,
93.4,0.789,1.718,
93.5,0.789,1.718,
93.6,0.789,1.718,
93.7,0.789,1.718,
93.8,0.7889,1.7179,
93.9,0.7889,1.7179,
94,0.7889,1.7179,
94.1,0.7889,1.7179,
94.2,0.789,1.718,
94.3,0.789,1.718,
94.4,0.789,1.718,
94.5,0.7891,1.7181,
94.6,0.7891,1.7181,
94.7,0.789,1.718,
94.8,0.7891,1.7181,
94.9,0.789,1.718,
95,0.7891,1.7181,
95.1,0.7891,1.7181,
95.2,0.7891,1.7181,
95.3,0.7892,1.7182,
95.4,0.7892,1.7182,
95.5,0.7892,1.7182,
95.6,0.7892,1.7182,
95.7,0.7892,1.7182,
95.8,0.7892,1.7182,
95.9,0.7892,1.7182,
96,0.7892,1.7182,
96.1,0.7892,1.7182,
96.2,0.7893,1.7183,
96.3,0.7892,1.7182,
96.4,0.7893,1.7183,
96.5,0.7893,1.7183,
96.6,0.7892,1.7182,
96.7,0.7893,1.7183,
96.8,0.7893,1.7183,
96.9,0.7893,1.7183,
97,0.7893,1.7183,
97.1,0.7894,1.7184,
97.2,0.7894,1.7184,
97.3,0.7894,1.7184,
97.4,0.7894,1.7184,
97.5,0.7895,1.7185,
97.6,0.7894,1.7184,
97.7,0.7894,1.7184,
97.8,0.7894,1.7184,
97.9,0.7894,1.7184,
98,0.7895,1.7185,
98.1,0.7894,1.7184,
98.2,0.7894,1.7184,
98.3,0.7894,1.7184,
98.4,0.7895,1.7185,
98.5,0.7894,1.7184,
98.6,0.7895,1.7185,
98.7,0.7895,1.7185,
98.8,0.7895,1.7185,
98.9,0.7896,1.7186,
99,0.7895,1.7185,
99.1,0.7895,1.7185,
99.2,0.7895,1.7185,
99.3,0.7896,1.7186,
99.4,0.7896,1.7186,
99.5,0.7896,1.7186,
99.6,0.7896,1.7186,
99.7,0.7896,1.7186,
99.8,0.7897,1.7187,
99.9,0.7896,1.7186,
100,0.7897,1.7187,
100.1,0.7897,1.7187,
100.2,0.7897,1.7187,
100.3,0.7897,1.7187,
100.4,0.7898,1.7188,
100.5,0.7897,1.7187,
100.6,0.7898,1.7188,
100.7,0.7898,1.7188,
100.8,0.7899,1.7189,
100.9,0.79,1.719,
101,0.7898,1.7188,
101.1,0.7898,1.7188,
101.2,0.7898,1.7188,
101.3,0.7898,1.7188,
101.4,0.7898,1.7188,
101.5,0.7898,1.7188,
101.6,0.7899,1.7189,
101.7,0.7898,1.7188,
101.8,0.7899,1.7189,
101.9,0.7898,1.7188,
102,0.7898,1.7188,
102.1,0.7898,1.7188,
102.2,0.7899,1.7189,
102.3,0.7899,1.7189,
102.4,0.79,1.719,
102.5,0.7899,1.7189,
102.6,0.7899,1.7189,
102.7,0.7899,1.7189,
102.8,0.79,1.719,
102.9,0.79,1.719,
103,0.7901,1.7191,
103.1,0.79,1.719,
103.2,0.79,1.719,
103.3,0.79,1.719,
103.4,0.7901,1.7191,
103.5,0.79,1.719,
103.6,0.79,1.719,
103.7,0.7901,1.7191,
103.8,0.7902,1.7192,
103.9,0.7902,1.7192,
104,0.7901,1.7191,
104.1,0.7902,1.7192,
104.2,0.7901,1.7191,
104.3,0.7901,1.7191,
104.4,0.7902,1.7192,
104.5,0.7901,1.7191,
104.6,0.7902,1.7192,
104.7,0.7902,1.7192,
104.8,0.7903,1.7193,
104.9,0.7903,1.7193,
105,0.7903,1.7193,
105.1,0.7902,1.7192,
105.2,0.7902,1.7192,
105.3,0.7902,1.7192,
105.4,0.7903,1.7193,
105.5,0.7903,1.7193,
105.6,0.7903,1.7193,
105.7,0.7903,1.7193,
105.8,0.7904,1.7194,
105.9,0.7904,1.7194,
106,0.7904,1.7194,
106.1,0.7904,1.7194,
106.2,0.7904,1.7194,
106.3,0.7904,1.7194,
106.4,0.7903,1.7193,
106.5,0.7904,1.7194,
106.6,0.7904,1.7194,
106.7,0.7905,1.7195,
106.8,0.7904,1.7194,
106.9,0.7904,1.7194,
107,0.7904,1.7194,
107.1,0.7904,1.7194,
107.2,0.7904,1.7194,
107.3,0.7905,1.7195,
107.4,0.7904,1.7194,
107.5,0.7905,1.7195,
107.6,0.7905,1.7195,
107.7,0.7905,1.7195,
107.8,0.7905,1.7195,
107.9,0.7905,1.7195,
108,0.7906,1.7196,
108.1,0.7905,1.7195,
108.2,0.7905,1.7195,
108.3,0.7905,1.7195,
108.4,0.7906,1.7196,
108.5,0.7906,1.7196,
108.6,0.7905,1.7195,
108.7,0.7905,1.7195,
108.8,0.7905,1.7195,
108.9,0.7905,1.7195,
109,0.7906,1.7196,
109.1,0.7906,1.7196,
109.2,0.7906,1.7196,
109.3,0.7906,1.7196,
109.4,0.7906,1.7196,
109.5,0.7907,1.7197,
109.6,0.7907,1.7197,
109.7,0.7907,1.7197,
109.8,0.7907,1.7197,
109.9,0.7907,1.7197,
110,0.7907,1.7197,
110.1,0.7907,1.7197,
110.2,0.7907,1.7197,
110.3,0.7907,1.7197,
110.4,0.7907,1.7197,
110.5,0.7907,1.7197,
110.6,0.7908,1.7198,
110.7,0.7908,1.7198,
110.8,0.7909,1.7199,
110.9,0.791,1.72,
111,0.7909,1.7199,
111.1,0.7909,1.7199,
111.2,0.7909,1.7199,
111.3,0.791,1.72,
111.4,0.791,1.72,
111.5,0.791,1.72,
111.6,0.7909,1.7199,
111.7,0.791,1.72,
111.8,0.7908,1.7198,
111.9,0.7908,1.7198,
112,0.7909,1.7199,
112.1,0.7909,1.7199,
112.2,0.7909,1.7199,
112.3,0.7909,1.7199,
112.4,0.791,1.72,
112.5,0.791,1.72,
112.6,0.791,1.72,
112.7,0.791,1.72,
112.8,0.791,1.72,
112.9,0.791,1.72,
113,0.791,1.72,
113.1,0.7911,1.7201,
113.2,0.791,1.72,
113.3,0.791,1.72,
113.4,0.7911,1.7201,
113.5,0.791,1.72,
113.6,0.791,1.72,
113.7,0.791,1.72,
113.8,0.791,1.72,
113.9,0.7911,1.7201,
114,0.7911,1.7201,
114.1,0.7911,1.7201,
114.2,0.7911,1.7201,
114.3,0.7911,1.7201,
114.4,0.7912,1.7202,
114.5,0.7912,1.7202,
114.6,0.7911,1.7201,
114.7,0.7912,1.7202,
114.8,0.7912,1.7202,
114.9,0.7912,1.7202,
115,0.7912,1.7202,
115.1,0.7912,1.7202,
115.2,0.7912,1.7202,
115.3,0.7912,1.7202,
115.4,0.7913,1.7203,
115.5,0.7912,1.7202,
115.6,0.7913,1.7203,
115.7,0.7913,1.7203,
115.8,0.7913,1.7203,
115.9,0.7913,1.7203,
116,0.7913,1.7203,
116.1,0.7913,1.7203,
116.2,0.7913,1.7203,
116.3,0.7913,1.7203,
116.4,0.7913,1.7203,
116.5,0.7913,1.7203,
116.6,0.7913,1.7203,
116.7,0.7913,1.7203,
116.8,0.7913,1.7203,
116.9,0.7913,1.7203,
117,0.7914,1.7204,
117.1,0.7914,1.7204,
117.2,0.7914,1.7204,
117.3,0.7914,1.7204,
117.4,0.7914,1.7204,
117.5,0.7914,1.7204,
117.6,0.7914,1.7204,
117.7,0.7915,1.7205,
117.8,0.7915,1.7205,
117.9,0.7914,1.7204,
118,0.7913,1.7203,
118.1,0.7913,1.7203,
118.2,0.7914,1.7204,
118.3,0.7914,1.7204,
118.4,0.7914,1.7204,
118.5,0.7913,1.7203,
118.6,0.7914,1.7204,
118.7,0.7915,1.7205,
118.8,0.7915,1.7205,
118.9,0.7915,1.7205,
119,0.7915,1.7205,
119.1,0.7915,1.7205,
119.2,0.7916,1.7206,
119.3,0.7915,1.7205,
119.4,0.7915,1.7205,
119.5,0.7915,1.7205,
119.6,0.7916,1.7206,
119.7,0.7916,1.7206,
119.8,0.7916,1.7206,
119.9,0.7915,1.7205,
120,0.7916,1.7206,
120.1,0.7915,1.7205,
120.2,0.7915,1.7205,
120.3,0.7915,1.7205,
120.4,0.7915,1.7205,
120.5,0.7916,1.7206,
120.6,0.7916,1.7206,
120.7,0.7916,1.7206,
120.8,0.7916,1.7206,
120.9,0.7916,1.7206,
121,0.7916,1.7206,
121.1,0.7916,1.7206,
121.2,0.7916,1.7206,
121.3,0.7917,1.7207,
121.4,0.7917,1.7207,
121.5,0.7917,1.7207,
121.6,0.7917,1.7207,
121.7,0.7917,1.7207,
121.8,0.7917,1.7207,
121.9,0.7918,1.7208,
122,0.7917,1.7207,
122.1,0.7918,1.7208,
122.2,0.7918,1.7208,
122.3,0.7918,1.7208,
122.4,0.7918,1.7208,
122.5,0.7919,1.7209,
122.6,0.7918,1.7208,
122.7,0.7918,1.7208,
122.8,0.7918,1.7208,
122.9,0.7918,1.7208,
123,0.7918,1.7208,
123.1,0.7919,1.7209,
123.2,0.7919,1.7209,
123.3,0.7919,1.7209,
123.4,0.7918,1.7208,
123.5,0.7919,1.7209,
123.6,0.7919,1.7209,
123.7,0.7919,1.7209,
123.8,0.7919,1.7209,
123.9,0.7919,1.7209,
124,0.7919,1.7209,
124.1,0.7919,1.7209,
124.2,0.792,1.721,
124.3,0.792,1.721,
124.4,0.792,1.721,
124.5,0.7919,1.7209,
124.6,0.792,1.721,
124.7,0.792,1.721,
124.8,0.792,1.721,
124.9,0.792,1.721,
125,0.792,1.721,
125.1,0.792,1.721,
125.2,0.792,1.721,
125.3,0.7921,1.7211,
125.4,0.7921,1.7211,
125.5,0.7921,1.7211,
125.6,0.7921,1.7211,
125.7,0.7921,1.7211,
125.8,0.7921,1.7211,
125.9,0.7922,1.7212,
126,0.7921,1.7211,
126.1,0.7921,1.7211,
126.2,0.7922,1.7212,
126.3,0.7921,1.7211,
126.4,0.7922,1.7212,
126.5,0.7922,1.7212,
126.6,0.7922,1.7212,
126.7,0.7923,1.7213,
126.8,0.7922,1.7212,
126.9,0.7922,1.7212,
127,0.7923,1.7213,
127.1,0.7923,1.7213,
127.2,0.7924,1.7214,
127.3,0.7923,1.7213,
127.4,0.7924,1.7214,
127.5,0.7924,1.7214,
127.6,0.7924,1.7214,
127.7,0.7924,1.7214,
127.8,0.7924,1.7214,
127.9,0.7924,1.7214,
128,0.7923,1.7213,
128.1,0.7924,1.7214,
128.2,0.7924,1.7214,
128.3,0.7924,1.7214,
128.4,0.7925,1.7215,
128.5,0.7924,1.7214,
128.6,0.7924,1.7214,
128.7,0.7925,1.7215,
128.8,0.7925,1.7215,
128.9,0.7924,1.7214,
129,0.7924,1.7214,
129.1,0.7924,1.7214,
129.2,0.7924,1.7214,
129.3,0.7925,1.7215,
129.4,0.7925,1.7215,
129.5,0.7925,1.7215,
129.6,0.7925,1.7215,
129.7,0.7925,1.7215,
129.8,0.7925,1.7215,
129.9,0.7926,1.7216,
130,0.7926,1.7216,
130.1,0.7927,1.7217,
130.2,0.7926,1.7216,
130.3,0.7926,1.7216,
130.4,0.7926,1.7216,
130.5,0.7927,1.7217,
130.6,0.7927,1.7217,
130.7,0.7927,1.7217,
130.8,0.7926,1.7216,
130.9,0.7926,1.7216,
131,0.7926,1.7216,
131.1,0.7926,1.7216,
131.2,0.7927,1.7217,
131.3,0.7927,1.7217,
131.4,0.7927,1.7217,
131.5,0.7927,1.7217,
131.6,0.7927,1.7217,
131.7,0.7927,1.7217,
131.8,0.7927,1.7217,
131.9,0.7928,1.7218,
132,0.7927,1.7217,
132.1,0.7927,1.7217,
132.2,0.7927,1.7217,
132.3,0.7927,1.7217,
132.4,0.7928,1.7218,
132.5,0.7928,1.7218,
132.6,0.7928,1.7218,
132.7,0.7927,1.7217,
132.8,0.7927,1.7217,
132.9,0.7928,1.7218,
133,0.7929,1.7219,
133.1,0.7929,1.7219,
133.2,0.7928,1.7218,
133.3,0.7929,1.7219,
133.4,0.7929,1.7219,
133.5,0.7929,1.7219,
133.6,0.793,1.722,
133.7,0.7929,1.7219,
133.8,0.7929,1.7219,
133.9,0.7929,1.7219,
134,0.7929,1.7219,
134.1,0.793,1.722,
134.2,0.793,1.722,
134.3,0.793,1.722,
134.4,0.7929,1.7219,
134.5,0.7929,1.7219,
134.6,0.793,1.722,
134.7,0.7929,1.7219,
134.8,0.793,1.722,
134.9,0.7931,1.7221,
135,0.793,1.722,
135.1,0.793,1.722,
135.2,0.793,1.722,
135.3,0.7929,1.7219,
135.4,0.793,1.722,
135.5,0.793,1.722,
135.6,0.793,1.722,
135.7,0.793,1.722,
135.8,0.793,1.722,
135.9,0.7931,1.7221,
136,0.7931,1.7221,
136.1,0.793,1.722,
136.2,0.7931,1.7221,
136.3,0.7931,1.7221,
136.4,0.7931,1.7221,
136.5,0.7932,1.7222,
136.6,0.7932,1.7222,
136.7,0.7931,1.7221,
136.8,0.7932,1.7222,
136.9,0.7932,1.7222,
137,0.7932,1.7222,
137.1,0.7932,1.7222,
137.2,0.7933,1.7223,
137.3,0.7932,1.7222,
137.4,0.7932,1.7222,
137.5,0.7932,1.7222,
137.6,0.7932,1.7222,
137.7,0.7932,1.7222,
137.8,0.7933,1.7223,
137.9,0.7933,1.7223,
138,0.7932,1.7222,
138.1,0.7933,1.7223,
138.2,0.7934,1.7224,
138.3,0.7934,1.7224,
138.4,0.7934,1.7224,
138.5,0.7933,1.7223,
138.6,0.7934,1.7224,
138.7,0.7933,1.7223,
138.8,0.7934,1.7224,
138.9,0.7934,1.7224,
139,0.7934,1.7224,
139.1,0.7934,1.7224,
139.2,0.7934,1.7224,
139.3,0.7934,1.7224,
139.4,0.7934,1.7224,
139.5,0.7934,1.7224,
139.6,0.7934,1.7224,
139.7,0.7934,1.7224,
139.8,0.7934,1.7224,
139.9,0.7934,1.7224,
140,0.7934,1.7224,
140.1,0.7933,1.7223,
140.2,0.7934,1.7224,
140.3,0.7934,1.7224,
140.4,0.7934,1.7224,
140.5,0.7934,1.7224,
140.6,0.7934,1.7224,
140.7,0.7934,1.7224,
140.8,0.7934,1.7224,
140.9,0.7935,1.7225,
141,0.7935,1.7225,
141.1,0.7935,1.7225,
141.2,0.7936,1.7226,
141.3,0.7936,1.7226,
141.4,0.7936,1.7226,
141.5,0.7936,1.7226,
141.6,0.7936,1.7226,
141.7,0.7936,1.7226,
141.8,0.7935,1.7225,
141.9,0.7936,1.7226,
142,0.7936,1.7226,
142.1,0.7935,1.7225,
142.2,0.7935,1.7225,
142.3,0.7936,1.7226,
142.4,0.7936,1.7226,
142.5,0.7936,1.7226,
142.6,0.7936,1.7226,
142.7,0.7937,1.7227,
142.8,0.7937,1.7227,
142.9,0.7937,1.7227,
143,0.7936,1.7226,
143.1,0.7936,1.7226,
143.2,0.7936,1.7226,
143.3,0.7936,1.7226,
143.4,0.7935,1.7225,
143.5,0.7936,1.7226,
143.6,0.7936,1.7226,
143.7,0.7936,1.7226,
143.8,0.7937,1.7227,
143.9,0.7937,1.7227,
144,0.7937,1.7227,
144.1,0.7938,1.7228,
144.2,0.7937,1.7227,
144.3,0.7938,1.7228,
144.4,0.7937,1.7227,
144.5,0.7937,1.7227,
144.6,0.7938,1.7228,
144.7,0.7938,1.7228,
144.8,0.7938,1.7228,
144.9,0.7938,1.7228,
145,0.7939,1.7229,
145.1,0.7939,1.7229,
145.2,0.7939,1.7229,
145.3,0.7939,1.7229,
145.4,0.7939,1.7229,
145.5,0.7938,1.7228,
145.6,0.7938,1.7228,
145.7,0.7939,1.7229,
145.8,0.7939,1.7229,
145.9,0.7939,1.7229,
146,0.7939,1.7229,
146.1,0.794,1.723,
146.2,0.794,1.723,
146.3,0.794,1.723,
146.4,0.794,1.723,
146.5,0.794,1.723,
146.6,0.794,1.723,
146.7,0.794,1.723,
146.8,0.794,1.723,
146.9,0.794,1.723,
147,0.794,1.723,
147.1,0.7941,1.7231,
147.2,0.7941,1.7231,
147.3,0.7941,1.7231,
147.4,0.794,1.723,
147.5,0.794,1.723,
147.6,0.794,1.723,
147.7,0.794,1.723,
147.8,0.7941,1.7231,
147.9,0.7941,1.7231,
148,0.7941,1.7231,
148.1,0.7941,1.7231,
148.2,0.7941,1.7231,
148.3,0.7941,1.7231,
148.4,0.7941,1.7231,
148.5,0.7941,1.7231,
148.6,0.7941,1.7231,
148.7,0.7942,1.7232,
148.8,0.7942,1.7232,
148.9,0.7942,1.7232,
149,0.7942,1.7232,
149.1,0.7942,1.7232,
149.2,0.7942,1.7232,
149.3,0.7943,1.7233,
149.4,0.7942,1.7232,
149.5,0.7943,1.7233,
149.6,0.7944,1.7234,
149.7,0.7943,1.7233,
149.8,0.7943,1.7233,
149.9,0.7942,1.7232,
150,0.7942,1.7232,
150.1,0.7942,1.7232,
150.2,0.7942,1.7232,
150.3,0.7942,1.7232,
150.4,0.7943,1.7233,
150.5,0.7943,1.7233,
150.6,0.7943,1.7233,
150.7,0.7943,1.7233,
150.8,0.7943,1.7233,
150.9,0.7944,1.7234,
151,0.7944,1.7234,
151.1,0.7944,1.7234,
151.2,0.7944,1.7234,
151.3,0.7945,1.7235,
151.4,0.7944,1.7234,
151.5,0.7944,1.7234,
151.6,0.7944,1.7234,
151.7,0.7944,1.7234,
151.8,0.7944,1.7234,
151.9,0.7945,1.7235,
152,0.7945,1.7235,
152.1,0.7946,1.7236,
152.2,0.7945,1.7235,
152.3,0.7945,1.7235,
152.4,0.7946,1.7236,
152.5,0.7946,1.7236,
152.6,0.7944,1.7234,
152.7,0.7945,1.7235,
152.8,0.7945,1.7235,
152.9,0.7945,1.7235,
153,0.7945,1.7235,
153.1,0.7946,1.7236,
153.2,0.7946,1.7236,
153.3,0.7947,1.7237,
153.4,0.7947,1.7237,
153.5,0.7946,1.7236,
153.6,0.7945,1.7235,
153.7,0.7946,1.7236,
153.8,0.7945,1.7235,
153.9,0.7945,1.7235,
154,0.7946,1.7236,
154.1,0.7946,1.7236,
154.2,0.7946,1.7236,
154.3,0.7946,1.7236,
154.4,0.7946,1.7236,
154.5,0.7947,1.7237,
154.6,0.7947,1.7237,
154.7,0.7947,1.7237,
154.8,0.7947,1.7237,
154.9,0.7947,1.7237,
155,0.7948,1.7238,
155.1,0.7948,1.7238,
155.2,0.7948,1.7238,
155.3,0.7949,1.7239,
155.4,0.7948,1.7238,
155.5,0.7947,1.7237,
155.6,0.7947,1.7237,
155.7,0.7948,1.7238,
155.8,0.7948,1.7238,
155.9,0.7948,1.7238,
156,0.7948,1.7238,
156.1,0.7949,1.7239,
156.2,0.7949,1.7239,
156.3,0.7949,1.7239,
156.4,0.7949,1.7239,
156.5,0.7949,1.7239,
156.6,0.7948,1.7238,
156.7,0.7947,1.7237,
156.8,0.7948,1.7238,
156.9,0.7948,1.7238,
157,0.7948,1.7238,
157.1,0.7948,1.7238,
157.2,0.7949,1.7239,
157.3,0.7949,1.7239,
157.4,0.7948,1.7238,
157.5,0.7949,1.7239,
157.6,0.7949,1.7239,
157.7,0.7948,1.7238,
157.8,0.795,1.724,
157.9,0.795,1.724,
158,0.795,1.724,
158.1,0.7949,1.7239,
158.2,0.795,1.724,
158.3,0.795,1.724,
158.4,0.795,1.724,
158.5,0.795,1.724,
158.6,0.795,1.724,
158.7,0.795,1.724,
158.8,0.795,1.724,
158.9,0.795,1.724,
159,0.7951,1.7241,
159.1,0.7951,1.7241,
159.2,0.795,1.724,
159.3,0.7951,1.7241,
159.4,0.7951,1.7241,
159.5,0.7951,1.7241,
159.6,0.7951,1.7241,
159.7,0.7951,1.7241,
159.8,0.7951,1.7241,
159.9,0.795,1.724,
160,0.795,1.724,
160.1,0.795,1.724,
160.2,0.7951,1.7241,
160.3,0.795,1.724,
160.4,0.7951,1.7241,
160.5,0.7951,1.7241,
160.6,0.7951,1.7241,
160.7,0.7951,1.7241,
160.8,0.7951,1.7241,
160.9,0.7952,1.7242,
161,0.7952,1.7242,
161.1,0.7952,1.7242,
161.2,0.7952,1.7242,
161.3,0.7952,1.7242,
161.4,0.7953,1.7243,
161.5,0.7953,1.7243,
161.6,0.7952,1.7242,
161.7,0.7952,1.7242,
161.8,0.7952,1.7242,
161.9,0.7952,1.7242,
162,0.7953,1.7243,
162.1,0.7954,1.7244,
162.2,0.7954,1.7244,
162.3,0.7953,1.7243,
162.4,0.7953,1.7243,
162.5,0.7953,1.7243,
162.6,0.7954,1.7244,
162.7,0.7954,1.7244,
162.8,0.7954,1.7244,
162.9,0.7954,1.7244,
163,0.7954,1.7244,
163.1,0.7954,1.7244,
163.2,0.7954,1.7244,
163.3,0.7954,1.7244,
163.4,0.7955,1.7245,
163.5,0.7954,1.7244,
163.6,0.7955,1.7245,
163.7,0.7954,1.7244,
163.8,0.7955,1.7245,
163.9,0.7953,1.7243,
164,0.7954,1.7244,
164.1,0.7955,1.7245,
164.2,0.7955,1.7245,
164.3,0.7954,1.7244,
164.4,0.7954,1.7244,
164.5,0.7954,1.7244,
164.6,0.7954,1.7244,
164.7,0.7955,1.7245,
164.8,0.7955,1.7245,
164.9,0.7955,1.7245,
165,0.7955,1.7245,
165.1,0.7955,1.7245,
165.2,0.7955,1.7245,
165.3,0.7956,1.7246,
165.4,0.7956,1.7246,
165.5,0.7956,1.7246,
165.6,0.7956,1.7246,
165.7,0.7955,1.7245,
165.8,0.7955,1.7245,
165.9,0.7956,1.7246,
166,0.7956,1.7246,
166.1,0.7956,1.7246,
166.2,0.7956,1.7246,
166.3,0.7956,1.7246,
166.4,0.7956,1.7246,
166.5,0.7956,1.7246,
166.6,0.7956,1.7246,
166.7,0.7956,1.7246,
166.8,0.7956,1.7246,
166.9,0.7956,1.7246,
167,0.7956,1.7246,
167.1,0.7956,1.7246,
167.2,0.7957,1.7247,
167.3,0.7957,1.7247,
167.4,0.7957,1.7247,
167.5,0.7956,1.7246,
167.6,0.7956,1.7246,
167.7,0.7957,1.7247,
167.8,0.7957,1.7247,
167.9,0.7958,1.7248,
168,0.7957,1.7247,
168.1,0.7957,1.7247,
168.2,0.7957,1.7247,
168.3,0.7957,1.7247,
168.4,0.7957,1.7247,
168.5,0.7957,1.7247,
168.6,0.7957,1.7247,
168.7,0.7957,1.7247,
168.8,0.7958,1.7248,
168.9,0.7958,1.7248,
169,0.7958,1.7248,
169.1,0.7957,1.7247,
169.2,0.7958,1.7248,
169.3,0.7958,1.7248,
169.4,0.7958,1.7248,
169.5,0.7958,1.7248,
169.6,0.7958,1.7248,
169.7,0.7958,1.7248,
169.8,0.7958,1.7248,
169.9,0.7959,1.7249,
170,0.7959,1.7249,
170.1,0.7959,1.7249,
170.2,0.7959,1.7249,
170.3,0.7958,1.7248,
170.4,0.7959,1.7249,
170.5,0.796,1.725,
170.6,0.796,1.725,
170.7,0.7959,1.7249,
170.8,0.7959,1.7249,
170.9,0.7959,1.7249,
171,0.796,1.725,
171.1,0.796,1.725,
171.2,0.796,1.725,
171.3,0.796,1.725,
171.4,0.7959,1.7249,
171.5,0.7959,1.7249,
171.6,0.7959,1.7249,
171.7,0.796,1.725,
171.8,0.7961,1.7251,
171.9,0.796,1.725,
172,0.796,1.725,
172.1,0.796,1.725,
172.2,0.7961,1.7251,
172.3,0.7961,1.7251,
172.4,0.796,1.725,
172.5,0.7961,1.7251,
172.6,0.7961,1.7251,
172.7,0.7961,1.7251,
172.8,0.7961,1.7251,
172.9,0.7961,1.7251,
173,0.7961,1.7251,
173.1,0.7961,1.7251,
173.2,0.7962,1.7252,
173.3,0.7961,1.7251,
173.4,0.7961,1.7251,
173.5,0.7961,1.7251,
173.6,0.7962,1.7252,
173.7,0.7962,1.7252,
173.8,0.7962,1.7252,
173.9,0.7961,1.7251,
174,0.7962,1.7252,
174.1,0.7961,1.7251,
174.2,0.7962,1.7252,
174.3,0.7963,1.7253,
174.4,0.7962,1.7252,
174.5,0.7962,1.7252,
174.6,0.7962,1.7252,
174.7,0.7963,1.7253,
174.8,0.7963,1.7253,
174.9,0.7963,1.7253,
175,0.7962,1.7252,
175.1,0.7962,1.7252,
175.2,0.7962,1.7252,
175.3,0.7963,1.7253,
175.4,0.7963,1.7253,
175.5,0.7963,1.7253,
175.6,0.7963,1.7253,
175.7,0.7963,1.7253,
175.8,0.7963,1.7253,
175.9,0.7963,1.7253,
176,0.7963,1.7253,
176.1,0.7963,1.7253,
176.2,0.7964,1.7254,
176.3,0.7964,1.7254,
176.4,0.7964,1.7254,
176.5,0.7964,1.7254,
176.6,0.7964,1.7254,
176.7,0.7964,1.7254,
176.8,0.7965,1.7255,
176.9,0.7965,1.7255,
177,0.7965,1.7255,
177.1,0.7964,1.7254,
177.2,0.7964,1.7254,
177.3,0.7964,1.7254,
177.4,0.7965,1.7255,
177.5,0.7965,1.7255,
177.6,0.7964,1.7254,
177.7,0.7964,1.7254,
177.8,0.7964,1.7254,
177.9,0.7965,1.7255,
178,0.7965,1.7255,
178.1,0.7965,1.7255,
178.2,0.7965,1.7255,
178.3,0.7965,1.7255,
178.4,0.7965,1.7255,
178.5,0.7965,1.7255,
178.6,0.7965,1.7255,
178.7,0.7965,1.7255,
178.8,0.7966,1.7256,
178.9,0.7966,1.7256,
179,0.7966,1.7256,
179.1,0.7965,1.7255,
179.2,0.7966,1.7256,
179.3,0.7966,1.7256,
179.4,0.7966,1.7256,
179.5,0.7966,1.7256,
179.6,0.7966,1.7256,
179.7,0.7966,1.7256,
179.8,0.7966,1.7256,
179.9,0.7966,1.7256,
180,0.7966,1.7256,
180.1,0.7966,1.7256,
180.2,0.7966,1.7256,
180.3,0.7967,1.7257,
180.4,0.7967,1.7257,
180.5,0.7967,1.7257,
180.6,0.7967,1.7257,
180.7,0.7967,1.7257,
180.8,0.7967,1.7257,
180.9,0.7967,1.7257,
181,0.7967,1.7257,
181.1,0.7967,1.7257,
181.2,0.7966,1.7256,
181.3,0.7967,1.7257,
181.4,0.7967,1.7257,
181.5,0.7967,1.7257,
181.6,0.7967,1.7257,
181.7,0.7967,1.7257,
181.8,0.7967,1.7257,
181.9,0.7967,1.7257,
182,0.7967,1.7257,
182.1,0.7967,1.7257,
182.2,0.7968,1.7258,
182.3,0.7967,1.7257,
182.4,0.7967,1.7257,
182.5,0.7967,1.7257,
182.6,0.7968,1.7258,
182.7,0.7969,1.7259,
182.8,0.7968,1.7258,
182.9,0.7968,1.7258,
183,0.7967,1.7257,
183.1,0.7968,1.7258,
183.2,0.7968,1.7258,
183.3,0.7968,1.7258,
183.4,0.7969,1.7259,
183.5,0.7968,1.7258,
183.6,0.7969,1.7259,
183.7,0.7969,1.7259,
